V1,V2,V3,V4,V5,V6,V7,Class
5,2,16153,16150,31488,111508,56094,10
2,3,104924,104907,21958,158370,44316,10
3,2,136019,135999,131670,84820,66974,4
4,1,44049,44041,63770,70720,23704,8
2,2,88190,88176,10246,76231,41967,10
4,3,59628,59617,17541,118861,93839,4
5,2,28267,28263,103511,6488,11545,10
5,1,36576,36568,108591,72117,97379,4
5,2,36166,36158,57009,29028,19653,3
4,3,45183,45175,149365,39853,38936,4
2,1,81373,81359,50721,154587,119774,10
2,1,87137,87123,67074,137497,85347,4
5,2,22150,22146,92559,50131,72730,3
4,4,61197,61186,56557,94905,159163,3
5,1,8086,8085,54499,141902,94381,10
4,1,70463,70449,77543,61539,37442,3
1,1,132363,132343,43167,154522,62881,4
3,3,144031,144011,119488,40464,132538,9
3,1,151117,151096,78753,157186,102103,10
2,3,77981,77967,12454,160674,79840,4
4,1,64911,64898,78850,81820,40912,4
2,1,104145,104129,150204,35487,104247,9
1,1,107605,107587,46307,150943,124883,4
4,4,46506,46498,28775,124040,93120,10
4,2,64028,64015,38873,124904,103974,3
5,1,31190,31184,106832,36223,2100,3
2,4,76350,76336,94660,133213,144857,11
1,4,110888,110870,25104,102833,157407,3
5,1,27717,27713,108242,56160,48693,4
5,3,26649,26645,80458,149951,113684,7
3,3,137902,137882,35104,141110,153507,3
2,3,99012,98996,25291,119123,134712,3
5,1,37007,36999,97549,21667,70425,10
1,4,132304,132284,9622,156349,57993,4
2,4,94658,94643,22590,27568,132254,11
2,3,105050,105033,12225,17396,1760,5
3,2,153521,153498,85624,9795,43198,10
2,3,76493,76479,51270,62015,152876,3
2,3,81938,81924,1204,1097,151370,4
4,2,71737,71723,57073,144773,118338,4
5,1,41387,41379,119317,118441,7417,2
3,1,141544,141524,70710,153919,96391,4
5,4,3662,3662,17949,149610,125414,10
4,2,46973,46965,80970,2591,9141,4
4,1,52945,52937,133175,126603,20198,3
4,4,65763,65750,2978,157616,91205,4
4,4,62467,62456,135311,40649,100816,10
1,3,128647,128627,71126,85560,120570,11
1,4,131610,131590,112283,11266,130596,9
5,4,42340,42332,37355,140359,121543,10
5,2,19176,19173,142654,92870,70946,10
2,2,79832,79818,100680,51801,47409,7
4,1,73631,73617,129483,143503,80777,9
3,1,144360,144340,63627,141362,77266,5
2,3,83247,83233,154833,11780,46391,4
4,2,50049,50041,65310,131147,79342,4
5,4,26834,26830,83407,146253,151077,7
3,1,155126,155102,118031,9032,77200,4
4,1,55540,55532,96418,104729,47572,9
4,1,58129,58118,77141,82107,99265,7
1,2,113045,113027,111158,26449,81153,10
1,3,124173,124155,44825,134285,108045,5
5,2,4880,4880,147958,35948,73905,4
5,3,4387,4387,159863,27268,83790,4
4,3,63313,63300,45023,95275,139550,3
2,3,88810,88796,15536,72422,109987,7
3,4,158507,158482,63229,85856,160709,3
2,3,101519,101503,31453,163148,89843,5
1,1,110686,110668,53899,146483,68890,4
5,2,24777,24773,61441,140845,112950,4
3,3,143817,143797,119916,54031,121937,9
3,3,143187,143167,95496,1068,159345,7
5,2,36422,36414,118306,68897,91249,4
4,4,50286,50278,74033,110076,157255,3
5,3,17546,17543,112406,109822,141062,3
5,4,3615,3615,14209,162315,118834,10
1,1,117142,117124,35094,7732,27352,10
1,4,107466,107448,3265,150625,96504,4
4,1,44692,44684,34470,101733,54713,3
2,3,91853,91839,84965,63733,123950,7
2,3,100837,100821,150680,6568,47888,4
4,2,66124,66111,25894,88059,63504,10
2,1,99718,99702,59480,131549,8016,3
5,1,12117,12116,68226,147055,112611,10
3,2,135609,135589,48270,129133,32503,10
3,1,163563,163538,78843,146405,93889,4
4,3,52818,52810,142011,46662,84046,10
1,2,107174,107157,130337,69902,46802,3
2,2,93708,93693,13351,95832,48447,4
2,3,87458,87444,22065,161713,104853,4
5,1,16511,16508,32317,84104,39876,6
5,1,31054,31048,89695,102089,31191,3
5,1,12712,12711,132478,85875,46262,1
2,1,97372,97356,93831,52060,104425,7
4,1,71519,71505,74052,161306,57736,4
3,4,139242,139222,36365,111391,41404,10
2,2,77580,77566,53781,124608,84124,4
2,3,105553,105536,48464,8418,33942,4
2,4,98046,98030,109025,31417,126322,9
3,4,143198,143178,75271,68938,153084,7
1,4,132674,132654,66255,3085,33148,6
1,4,121685,121667,12364,150131,63163,4
5,3,5553,5553,111734,90008,126330,3
4,4,68330,68317,10097,148482,63641,4
4,2,51815,51807,87762,92025,43639,7
4,4,71228,71214,37088,93259,152437,5
4,2,56298,56287,76613,143653,75676,4
5,1,6013,6013,126757,25238,83969,7
5,3,12119,12118,25114,155229,68264,10
2,3,96285,96270,70261,51337,136529,3
4,3,45985,45977,16114,128783,98115,4
4,3,59494,59483,37806,100207,144759,3
4,4,64159,64146,163618,129709,163496,3
2,4,80932,80918,13607,156400,72470,4
1,3,123639,123621,148574,17080,110667,4
1,1,112009,111991,85872,41611,22246,7
4,2,49596,49588,66277,139059,108230,5
4,2,74953,74939,20899,41500,6932,5
1,1,117411,117393,50225,93619,50301,8
4,1,73481,73467,118525,92009,58171,7
2,2,101025,101009,94791,10547,40268,4
5,1,16246,16243,36318,121336,26,3
4,2,55380,55372,124664,54689,144866,7
3,2,136095,136075,130648,83332,74686,4
5,2,34249,34243,133658,139207,63403,6
1,3,132257,132237,22075,146903,113002,4
1,3,132095,132075,23074,147450,117624,4
5,3,40299,40291,63387,59052,125918,7
2,3,99230,99214,72740,129207,10463,6
4,3,68430,68417,21948,137782,78562,4
3,4,142357,142337,160067,103565,128239,4
4,3,55352,55344,86562,17956,138573,7
5,2,16286,16283,47259,112275,57104,3
1,3,107246,107229,54932,82864,131405,3
4,3,50490,50482,190,163164,164150,6
3,4,154884,154860,160476,64097,67723,4
3,2,143955,143935,143591,66819,37839,9
4,4,59202,59191,158874,15639,62418,4
3,4,162378,162353,52151,59752,141208,7
4,3,60409,60398,80520,52370,154447,3
4,1,67598,67585,107515,86582,31366,7
2,3,100803,100787,148276,1999,123833,4
3,2,149047,149026,76555,68339,45412,10
4,3,71358,71344,15765,124587,74300,4
5,3,17234,17231,48756,32042,152131,3
5,4,26752,26748,84793,148808,153745,7
3,3,150005,149984,99877,48396,100569,1
5,2,24117,24113,124626,111527,5229,2
4,1,48070,48062,105319,94877,58676,7
4,3,70995,70981,153346,109999,121788,10
2,2,79825,79811,96253,63760,38083,7
5,2,15643,15641,52868,156284,99767,4
4,1,51610,51602,155340,106870,141553,7
5,4,15949,15947,6131,141909,54629,4
3,1,152892,152869,25748,82844,3083,3
5,3,23549,23545,103040,77878,108411,9
1,3,116464,116446,18706,154585,80586,4
5,2,12966,12965,135895,37710,73242,4
1,3,106289,106272,89349,151251,125103,7
5,1,20093,20089,50754,159776,115231,4
4,1,43981,43973,68375,119316,6447,3
2,4,76051,76037,96974,155853,154994,7
2,3,98553,98537,20825,147125,111952,4
2,3,93996,93981,34201,58149,142593,3
3,2,159670,159645,146978,57264,96097,4
4,1,51302,51294,79487,76443,33041,3
4,3,51881,51873,73985,122279,115546,7
4,3,73199,73185,78895,41917,140582,7
4,2,50671,50663,40470,64331,38919,6
2,4,87157,87143,10536,161311,71804,4
5,2,7010,7010,154515,62005,42902,9
3,4,145798,145777,1464,51825,160178,3
2,3,103872,103856,120641,63706,115950,9
1,4,120719,120701,103473,14756,128568,9
2,2,80752,80738,475,153691,164288,2
1,1,112734,112716,128092,72008,59255,4
5,1,3550,3550,70255,149879,32699,10
2,2,93265,93250,49482,123265,80215,4
3,4,153200,153177,161018,27161,24824,4
2,1,88618,88604,22551,30574,45373,8
1,3,122900,122882,50262,54644,108999,7
2,3,98099,98083,126511,65198,84301,9
3,4,159831,159806,162764,53332,67597,4
4,4,52519,52511,159307,21139,64673,4
2,1,84329,84315,59839,132056,108757,4
1,4,121124,121106,106576,78442,125320,2
2,2,105699,105682,41551,96593,74508,3
2,3,83577,83563,157010,47633,100907,4
4,2,74374,74360,59037,145803,55689,4
5,4,32517,32511,95737,35565,111041,9
4,4,68869,68855,29706,59025,156536,3
5,3,5375,5375,99644,127046,154592,3
1,1,119031,119013,69381,144103,129226,4
2,2,85111,85097,131571,51686,19481,4
5,4,3237,3237,3680,136402,51308,4
5,3,17617,17614,92241,133873,108577,7
5,2,33803,33797,41352,73070,53335,3
2,3,87799,87785,13059,79623,102465,6
2,1,81242,81228,75150,138141,87498,4
4,4,61300,61289,67681,2199,125235,7
3,4,133766,133746,94816,159965,151025,7
3,1,155816,155792,116859,35744,94342,7
5,3,21178,21174,147711,52656,54380,4
3,2,154630,154606,93815,6701,43043,1
5,1,33469,33463,84351,150164,54387,10
3,4,158210,158186,21617,86020,150261,10
5,2,33240,33234,68612,140527,79747,4
4,3,73919,73905,94998,60769,104148,9
3,2,153858,153835,59608,143891,105446,4
5,1,26506,26502,116153,99657,70623,3
4,2,58965,58954,100489,70809,71564,4
2,4,103283,103267,78239,69171,157049,7
4,4,46856,46848,158411,40807,22448,4
4,3,45790,45782,26044,117416,72501,5
2,3,97879,97863,118314,74526,119150,9
1,2,106136,106119,103924,118781,9126,7
2,1,81465,81451,40453,125353,20367,10
2,1,82032,82018,17348,116779,25580,10
2,3,91151,91137,151192,1626,29672,10
5,2,14858,14856,144343,57114,40179,9
2,3,101337,101321,102367,65452,131389,10
4,2,47841,47833,45170,113902,33260,3
2,2,97281,97265,106161,10462,60099,7
2,1,89806,89792,54014,95877,19239,3
5,1,13361,13360,127103,123518,116683,10
3,1,151598,151577,14977,2173,32114,4
3,2,140751,140731,140657,21205,77848,4
5,2,3169,3169,55976,140927,91469,4
4,4,62237,62226,151830,16721,56264,4
3,4,154036,154013,6509,139606,79132,4
5,4,34781,34775,28330,6175,154880,3
3,4,143061,143041,64612,105941,159131,3
3,3,149657,149636,77546,77433,140145,7
5,3,14956,14954,114766,36502,56960,9
5,3,15606,15604,14313,122757,43713,4
4,4,69440,69426,37661,82454,154712,10
2,4,98565,98549,6631,153729,59933,4
1,1,112673,112655,136050,7866,95654,4
1,4,129904,129884,7165,138015,71620,4
2,3,83491,83477,154986,44801,13413,4
3,2,150114,150093,143337,47815,59357,9
3,2,138473,138453,69100,152362,108553,10
2,2,103736,103720,138919,12113,87319,7
5,1,29656,29652,137328,109125,68810,3
4,2,70664,70650,138224,18824,91171,4
1,4,119659,119641,159625,21498,46929,4
2,4,80942,80928,14389,154477,89203,4
2,2,92463,92448,152788,2940,57911,9
1,2,122466,122448,24537,11403,108782,10
1,3,124247,124229,17438,140306,104539,4
4,1,69066,69052,42957,85450,3776,6
2,1,86808,86794,116720,77752,20097,2
2,1,82647,82633,43570,41186,56970,7
2,1,91005,90991,129319,40013,105292,4
3,2,164102,164077,62267,117396,13181,3
2,2,96246,96231,51675,58920,60750,3
2,3,80322,80308,124849,72646,125886,9
3,4,149281,149260,32558,16741,158499,3
5,3,8528,8527,36879,130394,79669,5
1,2,123355,123337,57700,101579,24923,1
4,3,66071,66058,25162,132367,80263,10
3,2,147568,147547,46215,139560,52545,5
4,4,53425,53417,3186,139934,57950,4
5,1,37988,37980,55265,72551,93347,4
4,2,54278,54270,82408,9555,17149,4
4,3,66331,66318,138495,20921,104063,1
5,2,35543,35536,126829,72773,50305,7
1,4,114481,114463,149016,104207,122023,10
4,1,66064,66051,63549,119315,128697,10
3,3,158472,158447,39317,86777,152550,3
3,1,158887,158862,101679,126684,4075,7
2,2,105176,105159,13307,9625,44686,6
3,2,138109,138089,63551,161592,79037,4
5,1,42667,42659,32061,34092,15914,3
5,3,15499,15497,138955,116727,142518,3
4,3,50995,50987,45581,86753,106239,10
1,1,108219,108201,119535,30865,46008,4
5,1,19329,19325,52630,121869,7541,3
2,4,91352,91338,35019,26747,158322,3
4,2,61727,61716,105873,80532,64515,7
3,4,163029,163004,137542,32149,135996,9
5,3,13125,13124,161135,14949,9667,4
5,1,17304,17301,138897,134500,31889,3
4,2,48074,48066,107166,70960,61847,7
3,4,144428,144408,16333,81166,22918,4
4,4,63792,63779,107275,969,34466,4
5,1,1816,1816,146793,69562,31562,4
3,4,142782,142762,141771,90650,152360,10
2,2,92310,92295,150698,7169,67036,9
4,3,70192,70178,18921,77812,129221,7
4,4,73410,73396,62307,52747,142698,7
2,3,78084,78070,28922,152730,45462,10
5,1,28405,28401,115051,82326,90483,10
5,2,31490,31484,98026,70601,119502,7
3,3,148099,148078,20490,126771,59250,10
2,3,77880,77866,18265,146975,119815,4
4,4,64033,64020,28042,86242,160913,3
2,1,100712,100696,31408,74929,40333,3
2,2,88480,88466,106961,103810,12881,3
3,3,148256,148235,30079,90737,141747,3
4,2,56228,56217,74360,140572,98686,4
3,4,150380,150359,118029,59485,135412,9
2,1,91214,91200,101877,253,69812,10
2,3,103981,103965,120544,58999,105011,9
2,3,102635,102619,153035,3158,97150,4
5,3,19034,19031,155706,94045,113492,10
4,2,63979,63966,80941,129097,57483,3
2,3,99026,99010,31125,108965,133912,3
1,3,132057,132037,23507,146558,119435,4
1,3,129321,129301,70487,67775,122488,3
4,2,47504,47496,100630,63908,118902,10
4,1,67230,67217,107044,95856,28103,7
3,4,148354,148333,8838,66471,162934,3
3,1,141936,141916,61591,112819,107533,10
2,1,96268,96253,55699,73212,79445,3
3,1,160202,160177,44224,59364,74169,3
4,4,65632,65619,2916,149148,81680,4
5,3,2444,2444,156782,3627,124742,10
2,4,76732,76718,153977,9603,69291,4
5,1,42520,42512,34863,112420,49226,3
3,1,144161,144141,138127,120201,60942,2
3,3,149833,149812,77865,80776,138839,7
4,3,46664,46656,88416,44386,152445,3
5,2,38248,38240,33702,97266,59775,10
5,3,24989,24985,13971,152592,94897,10
2,4,104144,104128,116950,84378,140776,9
5,4,36224,36216,158364,24172,54093,4
3,4,149834,149813,63087,58443,147949,7
5,2,41615,41607,91828,129282,79304,3
5,4,10589,10588,160530,26373,60809,4
4,4,52526,52518,161082,15188,22647,4
2,2,91417,91403,29313,99929,25066,3
1,3,118330,118312,153195,27896,123585,4
3,1,150109,150088,142223,65219,29026,9
2,4,95241,95226,162072,43222,110779,4
3,3,144946,144926,345,642,164085,10
5,3,40174,40166,65295,49114,115728,7
4,1,73892,73878,123486,135917,89637,9
3,4,146501,146480,18795,9306,137681,7
4,3,44858,44850,148486,27199,65182,4
3,3,135314,135294,19019,140663,74867,4
2,4,104070,104054,117965,86919,143746,9
5,3,32833,32827,55627,148126,135787,5
5,1,18055,18052,112981,122525,9614,7
4,3,50756,50748,23222,45120,11775,4
5,2,16816,16813,35630,106021,30771,4
5,3,27695,27691,155817,45248,37582,4
5,4,22470,22466,64633,70453,150825,7
4,2,62701,62688,67391,123118,74952,4
4,3,50672,50664,13975,85917,40532,6
3,2,158613,158588,84124,115840,3462,7
5,3,1742,1742,163386,34070,31798,4
4,1,50743,50735,59482,103171,1109,4
3,1,150990,150969,79978,158341,29074,4
3,2,155221,155197,139235,28954,2431,10
5,3,20545,20541,137319,79593,163226,3
1,2,126023,126003,121305,3051,121377,7
5,3,33836,33830,38882,76599,150440,3
5,2,9683,9682,96374,104903,6875,7
4,3,43712,43704,8811,40406,143621,3
2,2,97388,97372,106605,8652,142488,7
5,3,14718,14716,102769,51911,113349,9
2,1,90878,90864,129106,48233,128014,4
4,4,49033,49025,145406,2897,39864,9
5,2,27187,27183,110281,88281,319,11
4,1,45274,45266,68621,65792,72225,4
4,1,48814,48806,92065,88113,11028,9
5,3,23352,23348,93593,28780,136942,7
4,3,49893,49885,19948,127221,67466,4
2,3,102377,102361,158028,39718,134197,4
5,3,18842,18839,153940,50456,18450,4
4,1,52403,52395,97505,34632,78510,4
4,4,48696,48688,144132,7456,32092,9
2,2,90765,90751,129877,29159,51022,4
1,1,111936,111918,80728,31111,106750,7
1,2,106300,106283,130238,76399,58766,7
4,1,44424,44416,58070,82501,9802,7
5,1,20743,20739,107436,24025,98863,3
5,2,19196,19193,149521,107295,68364,10
4,1,58907,58896,82392,33574,79851,4
4,2,65062,65049,88428,87601,9320,4
2,2,102959,102943,139513,117490,50739,3
5,3,1181,1181,14277,84810,153368,3
2,1,83646,83632,98758,55150,109487,4
5,1,34707,34701,95923,141536,48857,3
3,2,144232,144212,126660,104847,36442,2
2,3,78376,78362,95310,120437,134383,3
3,2,144821,144801,56060,160756,64078,4
5,3,41625,41617,73333,148597,146160,3
4,3,64301,64288,40994,68795,148893,3
1,4,113246,113228,8332,142494,52832,4
2,1,99632,99616,57972,137203,20529,10
2,4,76277,76263,99677,153849,155625,7
4,1,60540,60529,71038,45022,7934,4
3,4,142073,142053,56664,62754,163107,3
4,1,62169,62158,88500,131587,47275,4
2,4,87828,87814,24921,13870,107181,6
5,1,18323,18320,9380,60151,335,3
2,3,79872,79858,82855,45106,127583,7
2,2,103494,103478,105454,15269,102345,7
5,1,33403,33397,79065,138228,82308,4
3,1,163526,163501,88727,158516,46132,4
4,3,46992,46984,144015,24124,77414,4
3,2,147051,147030,131446,41771,104359,4
1,3,110623,110605,4613,163232,105119,4
2,1,103765,103749,148009,28397,98958,9
1,3,112754,112736,146497,18433,88440,4
4,4,56364,56353,5975,144170,67431,4
4,4,72225,72211,141907,75230,80302,4
4,3,67375,67362,74504,56885,136646,7
3,2,136465,136445,107651,107721,90379,3
4,3,60398,60387,85611,71243,155865,3
4,3,58987,58976,142712,20590,31232,4
4,2,70105,70091,28595,86692,14240,7
2,2,99850,99834,14384,36235,26881,3
5,2,36679,36671,116896,33115,66042,4
3,4,158880,158855,78110,156147,151102,7
5,1,5525,5525,111926,84052,2473,3
2,1,94131,94116,60183,15848,578,3
5,3,27217,27213,114382,107231,130468,11
1,2,107003,106986,130280,54953,99642,4
5,3,24779,24775,21235,155526,39499,4
4,3,61474,61463,70159,16404,135356,7
5,1,19280,19276,103718,103741,7026,3
3,2,138687,138667,7695,34422,27739,3
3,3,156425,156401,107490,63657,114796,9
2,2,84308,84294,57254,130588,70828,4
1,3,107388,107371,5324,161771,92471,4
4,4,63195,63182,8654,129446,123618,10
1,1,110187,110169,69466,131989,64123,5
2,1,78458,78444,75673,125499,13165,3
1,2,109420,109402,136198,30547,106683,7
3,4,156807,156783,120368,131802,155924,3
1,1,105888,105871,146133,123973,65997,3
5,4,21074,21070,154022,62016,54624,4
5,1,23213,23209,103588,23637,110982,7
1,3,113896,113878,128919,92950,150031,3
5,2,7172,7171,155808,51605,61827,2
4,4,71934,71920,32960,105521,136535,10
2,3,87492,87478,24428,152087,58762,10
5,1,33136,33130,79191,137820,89156,4
5,2,17399,17396,159694,113815,32958,3
1,3,131740,131720,133146,12694,81580,9
2,2,99201,99185,46475,53381,19523,6
2,3,88372,88358,80320,109909,140524,3
5,2,9257,9256,1420,87575,145619,3
3,4,156724,156700,131672,69553,93195,2
4,2,65540,65527,36215,121403,44127,5
2,2,96458,96443,119101,74057,92626,4
1,3,126035,126015,82017,69783,141367,7
4,2,67113,67100,43724,14898,3322,3
3,4,136913,136893,89068,70553,144782,7
5,4,41783,41775,9199,146444,103387,4
5,2,37614,37606,63327,127487,93684,4
5,4,20095,20091,3142,131979,71353,4
2,3,86054,86040,73669,55837,146694,7
4,3,71595,71581,21908,135654,82735,4
5,3,31924,31918,82444,47037,131218,7
5,1,4360,4360,143147,6372,36033,4
5,3,14229,14228,87472,73251,139437,7
5,1,18882,18879,103636,66679,68249,4
1,3,126521,126501,120661,19597,102539,9
4,2,47134,47126,79379,2265,10741,4
5,2,7521,7520,51259,153071,92885,4
4,1,74094,74080,120451,124999,21557,2
1,3,132231,132211,22170,144086,112382,4
1,4,112213,112195,41853,34215,138977,7
4,3,74350,74336,18246,107509,2871,4
3,4,148012,147991,6169,146078,39453,4
2,1,96373,96358,121437,91143,86954,1
1,2,118910,118892,39908,156463,63301,4
2,2,84674,84660,27953,95410,47946,3
3,2,161996,161971,38705,99294,30605,3
3,1,163987,163962,80101,121071,11363,10
4,4,67948,67935,100305,58963,93352,9
5,1,9266,9265,35751,69853,26547,3
4,3,47835,47827,80249,93540,149703,3
3,3,134741,134721,145532,77702,156759,10
2,2,78528,78514,112888,48870,91817,3
2,1,79648,79634,92759,17055,116470,7
4,3,73138,73124,79854,44198,140061,7
1,2,115419,115401,152287,19423,17519,9
1,1,128724,128704,118781,42701,56775,4
1,1,131824,131804,138067,24915,26349,2
5,1,42212,42204,80834,140981,79661,4
3,2,148915,148894,113591,2327,19202,4
4,3,55757,55749,102989,61842,110748,9
4,3,63189,63176,19834,135791,32774,10
2,1,100507,100491,96524,142679,4025,7
5,1,22310,22306,85289,20617,102403,7
5,3,14469,14467,91463,47688,129477,7
4,2,60484,60473,73107,103785,41981,4
5,2,38520,38512,98051,31595,112946,3
3,1,151976,151955,44203,74695,47503,3
2,2,102707,102691,113248,8839,45236,4
2,1,98979,98963,43066,124089,14703,10
1,4,123448,123430,156504,19209,137778,4
1,3,108000,107982,55168,74031,134974,3
4,2,51524,51516,79293,65704,25654,3
2,2,95346,95331,81331,6310,12272,10
5,2,32455,32449,143949,48985,22903,9
5,3,9772,9771,71047,135216,124361,7
4,2,60390,60379,51558,40788,1132,3
5,3,18556,18553,151861,6484,96755,4
3,4,134990,134970,26594,98470,145899,5
5,2,31583,31577,98531,71868,98782,7
5,4,1514,1514,163272,2651,30025,4
5,1,21605,21601,106251,106982,17115,10
3,2,133605,133585,94960,110855,7314,7
4,3,74696,74682,19661,137839,50828,4
4,4,67287,67274,59491,21440,140631,7
1,3,115487,115469,111269,12086,119952,9
5,3,28215,28211,148205,34107,107892,10
1,2,131741,131721,142445,23866,71494,9
2,3,82422,82408,49426,62361,134207,3
2,4,79660,79646,80869,50785,148785,7
2,2,96535,96520,119617,75749,105197,4
4,1,69296,69282,21301,66022,21078,4
1,4,108287,108269,157737,62414,10188,4
4,2,71489,71475,50321,142773,114943,4
5,3,6146,6146,86888,50223,139449,7
4,2,49234,49226,90599,116894,30114,9
4,3,45854,45846,22622,139326,78162,5
2,2,97598,97582,113917,8774,140862,7
5,2,41626,41618,80179,133809,13581,3
1,3,110922,110904,35618,55387,128675,3
4,3,49102,49094,109795,9943,88406,9
4,4,63675,63662,123991,2602,5504,4
3,2,134686,134666,107323,35008,82872,4
3,3,156820,156796,99318,115504,136502,3
3,2,148674,148653,110437,2516,21391,4
3,4,138735,138715,22130,72688,93668,5
5,1,41459,41451,111649,110175,468,2
1,2,108647,108629,126703,50036,90473,10
2,3,90086,90072,27516,153459,97271,4
5,1,40763,40755,138824,49352,67661,7
4,3,56331,56320,23214,150026,55163,4
4,2,57151,57140,114095,110831,27461,4
2,3,83214,83200,148270,15538,119531,4
2,3,100439,100423,89388,147575,136075,7
4,2,53022,53014,40239,82299,53952,3
1,4,106921,106904,162529,15579,93927,4
2,4,77090,77076,155997,18399,26729,4
3,3,136501,136481,101584,91185,131368,3
5,2,9052,9051,120870,134182,62921,3
3,1,163334,163309,113222,123454,51617,3
5,4,16564,16561,15507,13199,30,6
5,1,42123,42115,84851,149860,47029,4
5,3,36437,36429,153017,30157,10203,4
5,4,42838,42830,1079,51747,47692,6
2,2,82298,82284,93088,116087,3510,3
4,1,58778,58767,59039,33457,51062,4
2,1,99450,99434,30232,68102,22767,4
4,4,47774,47766,40093,39986,157477,3
4,2,52524,52516,115749,106664,5570,4
5,4,29568,29564,113086,91658,160621,3
1,4,115968,115950,30299,87991,162527,3
3,2,163121,163096,131415,25167,40321,9
1,1,128603,128583,100741,109761,16839,7
5,4,35982,35974,6087,37583,156478,3
2,2,86436,86422,146948,5477,61186,9
2,2,100058,100042,62802,89471,56296,7
5,3,37629,37621,20329,144595,72301,4
5,4,38965,38957,149582,2563,144900,4
4,3,65526,65513,34228,91199,138284,5
1,4,131144,131124,65299,5993,148487,7
5,3,9460,9459,90915,112717,137490,8
5,2,31050,31044,112072,113048,65604,3
4,1,48672,48664,89115,103208,222,1
3,3,140265,140245,12495,31506,117155,11
1,3,109533,109515,126161,35504,125097,9
1,4,107878,107860,19310,150235,133972,10
5,1,29517,29513,46452,69487,7017,3
2,3,105675,105658,138816,79113,158804,10
2,1,79409,79395,107302,91423,14905,3
3,1,138428,138408,58422,128697,102542,10
5,2,18626,18623,110337,23581,53621,4
4,1,54243,54235,91964,16942,126294,4
5,2,15416,15414,153354,28382,35629,2
5,4,3526,3526,4103,150766,67531,4
1,2,129448,129428,41548,126440,92296,5
2,2,93302,93287,37362,130160,51050,10
4,3,75341,75327,55644,86061,23313,4
5,1,24064,24060,106220,128210,35869,2
3,4,159753,159728,162536,52568,74989,4
4,4,64006,63993,50523,93438,159193,3
5,2,8277,8276,45861,93290,35625,3
1,2,124344,124326,55902,128266,98476,4
2,2,84194,84180,56546,150880,122446,4
3,4,161682,161657,156837,92939,28829,10
4,3,65414,65401,145768,111697,142140,10
1,1,133110,133090,2849,94574,17429,10
2,2,99827,99811,45169,136865,56983,3
3,4,137780,137760,137115,88660,112639,2
2,3,105778,105761,55605,104926,135821,3
5,3,39259,39251,152503,33459,23513,4
2,4,78028,78014,7803,138151,117261,10
4,2,60532,60521,71799,102899,27371,4
4,2,48305,48297,100739,56100,109126,7
3,4,144263,144243,139624,101630,159094,3
2,1,91541,91527,85334,80301,11327,7
5,3,14657,14655,95539,60116,144110,7
5,4,7749,7748,2605,137373,37540,4
3,4,151386,151365,7453,107279,18858,5
1,1,117260,117242,66640,120806,146,3
2,4,92958,92943,12893,159008,83476,4
3,2,163254,163229,123785,124562,45427,2
4,2,71717,71703,51658,136165,101036,4
1,4,107220,107203,82608,94055,155319,3
1,1,121051,121033,141990,113731,92119,9
5,3,6892,6892,133655,52433,115013,9
1,2,115587,115569,150368,14333,31325,9
3,1,141507,141487,72440,158978,110286,4
4,2,66056,66043,40335,121647,25711,10
4,2,66290,66277,97724,4830,20393,1
1,1,109565,109547,158175,14528,77154,9
3,2,163128,163103,141943,25974,34859,9
4,2,49375,49367,124238,85899,54787,2
4,3,74885,74871,32964,91094,150583,5
3,4,163945,163920,41861,154977,134521,10
2,2,83872,83858,32312,110389,90004,5
2,3,98593,98577,20897,143492,102203,4
4,3,56869,56858,113317,115170,127767,5
3,2,157096,157072,47471,148940,69125,4
1,1,107241,107224,72785,93990,18164,3
5,4,27844,27840,163451,20508,40544,4
3,1,140532,140512,124363,17378,74435,4
5,3,39941,39933,83876,87946,121076,3
5,2,30993,30987,116525,126015,67082,3
5,1,21734,21730,144658,162923,80355,10
3,1,142817,142797,121865,92996,4109,3
2,4,81741,81727,22636,13123,30766,6
5,1,28636,28632,70135,107519,107146,3
2,2,102522,102506,112104,6715,45515,4
3,2,160797,160772,50063,147292,87634,4
2,1,82279,82265,21859,107753,28615,3
1,3,130808,130788,91131,21199,143401,7
2,2,79520,79506,98070,87811,124954,7
5,2,3914,3914,87487,41961,46492,3
5,2,20009,20005,50053,135278,78092,4
2,2,83218,83204,104391,62176,68142,4
1,3,126363,126343,121102,22421,108005,9
1,4,114774,114756,74822,48089,148906,7
3,2,138666,138646,17310,42025,15350,3
2,3,89053,89039,21904,80317,55044,11
2,2,95343,95328,81719,9854,2550,10
5,1,33178,33172,79809,139531,60064,4
2,4,79622,79608,82024,60818,152008,7
2,2,98638,98622,74226,136147,123636,4
5,4,34785,34779,24152,7801,157853,3
3,4,147090,147069,160467,21558,69012,4
1,1,114718,114700,98467,84621,10221,3
4,3,49290,49282,124148,40733,89153,9
5,2,17342,17339,140872,105035,94691,3
3,2,143812,143792,144710,72155,40592,9
3,2,142853,142833,65856,122097,10364,3
5,2,39708,39700,132088,121143,8947,3
4,3,74531,74517,19336,116308,13230,4
5,2,26840,26836,102194,95447,16480,7
1,4,122825,122807,47084,11946,133355,7
1,2,108292,108274,110259,32912,97773,4
5,4,25371,25367,94498,115681,140576,5
1,3,128367,128347,99807,143717,130137,7
5,1,37313,37305,62684,119184,116969,5
1,2,133089,133069,10872,41060,36285,10
3,4,159147,159122,74780,113668,154144,11
